ID	LAT	LNG	BANCO	RED	DOM_ORIG	DOM_GEO	TERMINALES	WEB	ACTUALIZAC	DOM_NORMA	BARRIO	COMUNA	CODIGO_POSTAL	CODIGO_POSTAL_ARGENTINO
563	-34.5802614389	-58.4080498105	BANCO SANTANDER RIO	BANELCO	J. SALGUERO 2727	2727 SALGUERO, JERONIMO	3	HTTP://WWW.BANELCO.COM/	MAR-15	SALGUERO, JERONIMO 2727	PALERMO	COMUNA 14	1425	C1425DEL
564	-34.5751952103	-58.4039026654	BANCO SANTANDER RIO	BANELCO	J. SALGUERO 3212	3212 SALGUERO, JERONIMO	3	HTTP://WWW.BANELCO.COM/	MAR-15	SALGUERO, JERONIMO 3212	PALERMO	COMUNA 14	1425	C1425DFQ
565	-34.6397195213	-58.5274488933	BANCO ITAU	BANELCO	JOSE LEON SUAREZ 44	44 SUAREZ, JOSE LEON	1	HTTP://WWW.BANELCO.COM/	MAR-15	SUAREZ, JOSE LEON 44	LINIERS	COMUNA 9	1408	C1408FNB
566	-34.6104537704	-58.5164179766	HSBC ARGENTINA	BANELCO	JOSE PEDRO VARELA 4750	4750 VARELA, JOSE PEDRO	1	HTTP://WWW.BANELCO.COM/	MAR-15	VARELA, JOSE PEDRO 4750	VILLA DEVOTO	COMUNA 11	1417	C1417EYX
567	-34.6113803208	-58.5178634406	BANCO COMAFI	BANELCO	JOSE PEDRO VARELA 4866	4866 VARELA, JOSE PEDRO	1	HTTP://WWW.BANELCO.COM/	MAR-15	VARELA, JOSE PEDRO 4866	VILLA DEVOTO	COMUNA 11	1417	C1417EYZ
568	-34.6397195213	-58.5274488933	BANCO ITAU	BANELCO	JOSE LEON SUAREZ 44	44 SUAREZ, JOSE LEON	2	HTTP://WWW.BANELCO.COM/	MAR-15	SUAREZ, JOSE LEON 44	LINIERS	COMUNA 9	1408	C1408FNB
569	-34.6524901509	-58.5030133834	BANCO MACRO	BANELCO	JUAN B. ALBERDI 5902	5902 ALBERDI, JUAN BAUTISTA AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	ALBERDI, JUAN BAUTISTA AV. 5902	MATADEROS	COMUNA 9	1440	C1440AAX
570	-34.5848726842	-58.4344031127	BANCO SUPERVIELLE	BANELCO	JUAN B. JUSTO 1447	1447 JUSTO, JUAN B. AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	JUSTO, JUAN B. AV. 1447	PALERMO	COMUNA 14	1414	C1414CWD
571	-34.5856007668	-58.4347300433	BANCO GALICIA	BANELCO	JUAN B. JUSTO 1502	1502 JUSTO, JUAN B. AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	JUSTO, JUAN B. AV. 1502	PALERMO	COMUNA 14	1414	C1414CWR
572	-34.6058649631	-58.3745324256	BANCO MACRO	BANELCO	JUAN D. PERON 562	562 PERON, JUAN DOMINGO, TTE. GENERAL	1	HTTP://WWW.BANELCO.COM/	MAR-15	PERON, JUAN DOMINGO, TTE. GENERAL 562	SAN NICOLAS	COMUNA 1	1038	C1038AAL
573	-34.6105718415	-58.3628964609	BANCO GALICIA	BANELCO	JUANA MANSO 1101	1101 MANSO JUANA	2	HTTP://WWW.BANELCO.COM/	MAR-15	MANSO JUANA 1101	PUERTO MADERO	COMUNA 1	1107	C1107CBW
574	-34.6151850165	-58.3617900045	BANCO SANTANDER RIO	BANELCO	JUANA MANSO 1530	1530 MANSO JUANA	2	HTTP://WWW.BANELCO.COM/	MAR-15	MANSO JUANA 1530	PUERTO MADERO	COMUNA 1	1107	C1107CHF
575	-34.6008064589	-58.364018088	BBVA-BANCO FRANCES	BANELCO	JUANA MANSO 295 ESSO	295 MANSO JUANA	1	HTTP://WWW.BANELCO.COM/	MAR-15	MANSO JUANA 295	PUERTO MADERO	COMUNA 1	1107	C1107CBE
576	-34.6015516907	-58.363938801	BANCO ITAU	BANELCO	JUANA MANSO 355	355 MANSO JUANA	1	HTTP://WWW.BANELCO.COM/	MAR-15	MANSO JUANA 355	PUERTO MADERO	COMUNA 1	1107	C1107CBG
577	-34.603403355	-58.3637310543	BANCO ITAU	BANELCO	JUANA MANSO 505	505 MANSO JUANA	2	HTTP://WWW.BANELCO.COM/	MAR-15	MANSO JUANA 505	PUERTO MADERO	COMUNA 1	1107	C1107CBK
578	-34.6107738292	-58.3624325301	BBVA-BANCO FRANCES	BANELCO	JUANA MANZO 1124	1124 MANSO JUANA	2	HTTP://WWW.BANELCO.COM/	MAR-15	MANSO JUANA 1124	PUERTO MADERO	COMUNA 1	1107	C1107CBX
579	-34.5926932898	-58.3776191607	BANCO SANTANDER RIO	BANELCO	JUNCAL 735	735 JUNCAL	2	HTTP://WWW.BANELCO.COM/	MAR-15	JUNCAL 735	RETIRO	COMUNA 1	1062	C1062ABC
580	-34.5953460471	-58.3975609321	BANCO ITAU	BANELCO	JUNIN 1116	1116 JUNIN	1	HTTP://WWW.BANELCO.COM/	MAR-15	JUNIN 1116	RECOLETA	COMUNA 2	1113	C1113AAH
581	-34.5953460471	-58.3975609321	BANCO ITAU	BANELCO	JUNIN 1116	1116 JUNIN	1	HTTP://WWW.BANELCO.COM/	MAR-15	JUNIN 1116	RECOLETA	COMUNA 2	1113	C1113AAH
582	-34.5594918483	-58.4527085865	BANCO SANTANDER RIO	BANELCO	JURAMENTO 1959	1959 JURAMENTO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	JURAMENTO AV. 1959	BELGRANO	COMUNA 13	1428	C1428DNE
583	-34.5630600521	-58.458053488	BANCO MACRO	BANELCO	JURAMENTO 2558	2558 JURAMENTO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	JURAMENTO AV. 2558	BELGRANO	COMUNA 13	1428	C1428DNR
584	-34.5870002773	-58.3970127531	BANCO SANTANDER RIO	BANELCO	L. M. AGOTE 2202	2202 AGOTE, LUIS DR.	2	HTTP://WWW.BANELCO.COM/	MAR-15	AGOTE, LUIS DR. 2202	RECOLETA	COMUNA 2	1425	C1425EOB
585	-34.563179158	-58.4516473242	BANCO SUPERVIELLE	BANELCO	LA PAMPA 2103	2103 LA PAMPA	2	HTTP://WWW.BANELCO.COM/	MAR-15	LA PAMPA 2103	BELGRANO	COMUNA 13	1428	C1428EAK
586	-34.5969760995	-58.4015926054	CITIBANK	BANELCO	LARREA 955	955 LARREA	1	HTTP://WWW.BANELCO.COM/	MAR-15	LARREA 955	RECOLETA	COMUNA 2	1117	C1117ABC
592	-34.5944336902	-58.3735696063	BANCO MACRO	BANELCO	LEANDRO N. ALEM 1110 PB	1110 ALEM, LEANDRO N. AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	ALEM, LEANDRO N. AV. 1110	RETIRO	COMUNA 1	1001	C1001AAT
593	-34.6095985842	-58.382135081	HSBC ARGENTINA	BANELCO	LIMA 93	93 LIMA	2	HTTP://WWW.BANELCO.COM/	MAR-15	LIMA 93	MONSERRAT	COMUNA 1	1073	C1073AAA
594	-34.5634238041	-58.4425702146	BANCO ITAU	BANELCO	LUIS MARIA CAMPOS 1407	1407 CAMPOS, LUIS M. AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	CAMPOS, LUIS M. AV. 1407	BELGRANO	COMUNA 13	1426	C1426BOM
595	-34.5717329822	-58.4340453793	CITIBANK	BANELCO	LUIS MARIA CAMPOS 515	515 CAMPOS, LUIS M. AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CAMPOS, LUIS M. AV. 515	PALERMO	COMUNA 14	1426	C1426BOD
596	-34.6544708627	-58.3868816708	BANCO PATAGONIA	BANELCO	LUZURIAGA 1650	1650 LUZURIAGA	1	HTTP://WWW.BANELCO.COM/	MAR-15	LUZURIAGA 1650	BARRACAS	COMUNA 4	1279	C1279ADL
597	-34.6046699073	-58.3641198683	CITIBANK	BANELCO	MACACHA GUEMES 330	330 GUEMES, MACACHA	1	HTTP://WWW.BANELCO.COM/	MAR-15	GUEMES, MACACHA 330	PUERTO MADERO	COMUNA 1	1106	C1106BKH
598	-34.602976351	-58.3768932946	BANCO SANTANDER RIO	BANELCO	MAIPU 440	440 MAIPU	2	HTTP://WWW.BANELCO.COM/	MAR-15	MAIPU 440	SAN NICOLAS	COMUNA 1	1006	C1006ACD
599	-34.5898442125	-58.4259911261	HSBC ARGENTINA	BANELCO	MALABIA 1720/38	1720 MALABIA	1	HTTP://WWW.BANELCO.COM/	MAR-15	MALABIA 1720	PALERMO	COMUNA 14	1414	C1414DMJ
600	-34.5964543675	-58.3765217583	BANCO GALICIA	BANELCO	MARCELO T. DE ALVEAR 670	670 ALVEAR, MARCELO T. DE	2	HTTP://WWW.BANELCO.COM/	MAR-15	ALVEAR, MARCELO T. DE 670	RETIRO	COMUNA 1	1058	C1058AAH
601	-34.5972353393	-58.4159695878	BANCO ITAU	BANELCO	MARIO BRAVO 1050	1050 BRAVO, MARIO	1	HTTP://WWW.BANELCO.COM/	MAR-15	BRAVO, MARIO 1050	PALERMO	COMUNA 14	1175	C1175ABT
602	-34.5664882688	-58.436037585	HSBC ARGENTINA	BANELCO	MAURE 1691	1691 MAURE	3	HTTP://WWW.BANELCO.COM/	MAR-15	MAURE 1691	PALERMO	COMUNA 14	1426	C1426CUC
603	-34.5472329781	-58.4860668903	ICBC	BANELCO	MELIAN 4620	4620 MELIAN AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	MELIAN AV. 4620	SAAVEDRA	COMUNA 12	1430	C1430EZT
604	-34.6453969635	-58.3731028207	BANCO SUPERVIELLE	BANELCO	MONTES DE OCA 1580	1580 MONTES DE OCA, MANUEL	2	HTTP://WWW.BANELCO.COM/	MAR-15	MONTES DE OCA, MANUEL AV. 1580	BARRACAS	COMUNA 4	1270	C1270ABP
605	-34.646907744	-58.3733009083	HSBC ARGENTINA	BANELCO	MONTES DE OCA 1701	1701 MONTES DE OCA, MANUEL	1	HTTP://WWW.BANELCO.COM/	MAR-15	MONTES DE OCA, MANUEL AV. 1701	BARRACAS	COMUNA 4	1270	C1270ABE
606	-34.6031760662	-58.3895789881	BANCO SUPERVIELLE	BANELCO	MONTEVIDEO 498	498 MONTEVIDEO	1	HTTP://WWW.BANELCO.COM/	MAR-15	MONTEVIDEO 498	SAN NICOLAS	COMUNA 1	1019	C1019ABJ
607	-34.6410456474	-58.5260821977	CITIBANK	BANELCO	MONTIEL 160	160 MONTIEL	2	HTTP://WWW.BANELCO.COM/	MAR-15	MONTIEL 160	LINIERS	COMUNA 9	1408	C1408FVD
613	-34.5550816655	-58.4838511146	BANCO SUPERVIELLE	BANELCO	MANZANARES 4012	4012 MANZANARES	2	HTTP://WWW.BANELCO.COM/	MAR-15	MANZANARES 4012	SAAVEDRA	COMUNA 12	1430	C1430AEN
614	-34.6022997459	-58.4951197563	BANCO SANTANDER RIO	BANELCO	NAZARRE 3225	3225 NAZARRE	2	HTTP://WWW.BANELCO.COM/	MAR-15	NAZARRE 3225	VILLA DEL PARQUE	COMUNA 11	1417	C1417DXC
615	-34.6028701802	-58.4953319618	BANCO ITAU	BANELCO	NAZARRE 3262	3262 NAZARRE	3	HTTP://WWW.BANELCO.COM/	MAR-15	NAZARRE 3262	VILLA DEL PARQUE	COMUNA 11	1417	C1417DXD
617	-34.6031887265	-58.4927042878	BANCO COMAFI	BANELCO	NOGOYA 3135	3135 NOGOYA	1	HTTP://WWW.BANELCO.COM/	MAR-15	NOGOYA 3135	VILLA DEL PARQUE	COMUNA 11	1417	C1417FNG
618	-34.6044182364	-58.4940585089	BBVA-BANCO FRANCES	BANELCO	NOGOYA 3256	3256 NOGOYA	1	HTTP://WWW.BANELCO.COM/	MAR-15	NOGOYA 3256	VILLA DEL PARQUE	COMUNA 11	1417	C1417FNJ
619	-34.5647275202	-58.4373549196	BANCO PATAGONIA	BANELCO	OLLEROS 1712	1712 OLLEROS AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	OLLEROS AV. 1712	PALERMO	COMUNA 14	1426	C1426CRF
620	-34.5646509156	-58.4381508387	BANCO SANTANDER RIO	BANELCO	OLLEROS 1747	1747 OLLEROS AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	OLLEROS AV. 1747	PALERMO	COMUNA 14	1426	C1426CRE
621	-34.5977818138	-58.377181487	HSBC ARGENTINA	BANELCO	PARAGUAY 720	720 PARAGUAY	2	HTTP://WWW.BANELCO.COM/	MAR-15	PARAGUAY 720	RETIRO	COMUNA 1	1057	C1057AAJ
622	-34.5974567621	-58.3778812783	BANCO SANTANDER RIO	BANELCO	PARAGUAY 767	767 PARAGUAY	2	HTTP://WWW.BANELCO.COM/	MAR-15	PARAGUAY 767	RETIRO	COMUNA 1	1057	C1057AAI
623	-34.606056334	-58.3880601174	HSBC ARGENTINA	BANELCO	PARANA 242	242 PARANA	2	HTTP://WWW.BANELCO.COM/	MAR-15	PARANA 242	SAN NICOLAS	COMUNA 1	1017	C1017AAF
624	-34.6045041069	-58.3881194724	BANCO ITAU	BANELCO	PARANA 370	370 PARANA	1	HTTP://WWW.BANELCO.COM/	MAR-15	PARANA 370	SAN NICOLAS	COMUNA 1	1017	C1017AAH
625	-34.60352519	-58.3881385325	BANCO GALICIA	BANELCO	PARANA 450	450 PARANA	1	HTTP://WWW.BANELCO.COM/	MAR-15	PARANA 450	SAN NICOLAS	COMUNA 1	1017	C1017AAJ
626	-34.601224905	-58.3878485514	BANCO SANTANDER RIO	BANELCO	PARANA 645	645 PARANA	2	HTTP://WWW.BANELCO.COM/	MAR-15	PARANA 645	SAN NICOLAS	COMUNA 1	1017	C1017AAM
627	-34.6007299134	-58.3883104072	BANCO COMAFI	BANELCO	PARANA 696	696 PARANA	1	HTTP://WWW.BANELCO.COM/	MAR-15	PARANA 696	SAN NICOLAS	COMUNA 1	1017	C1017AAN
628	-34.6045041069	-58.3881194724	BANCO ITAU	BANELCO	PARANA 370	370 PARANA	2	HTTP://WWW.BANELCO.COM/	MAR-15	PARANA 370	SAN NICOLAS	COMUNA 1	1017	C1017AAH
629	-34.6168848007	-58.3685481673	CITIBANK	BANELCO	PASEO COLON 800	800 PASEO COLON AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	PASEO COLON AV. 800	SAN TELMO	COMUNA 1	1063	C1063ACU
630	-34.6037606749	-58.4583667816	BANCO GALICIA	BANELCO	PAYSANDU 1842	1842 PAYSANDU	1	HTTP://WWW.BANELCO.COM/	MAR-15	PAYSANDU 1842	PATERNAL	COMUNA 15	1416	C1416CDP
631	-34.634578135	-58.3879380395	BANCO SANTANDER RIO	BANELCO	PERDRIEL 74	74 PERDRIEL	2	HTTP://WWW.BANELCO.COM/	MAR-15	PERDRIEL 74	BARRACAS	COMUNA 4	1280	C1280AEB
632	-34.6114631927	-58.3635366295	ICBC	BANELCO	PIERINA DEALESSI 1186	1186 DEALESSI, PIERINA	2	HTTP://WWW.BANELCO.COM/	MAR-15	DEALESSI, PIERINA 1186	PUERTO MADERO	COMUNA 1		
633	-34.601560845	-58.3646662264	BANCO SANTANDER RIO	BANELCO	PIERINA DEALESSI 360	360 DEALESSI, PIERINA	3	HTTP://WWW.BANELCO.COM/	MAR-15	DEALESSI, PIERINA 360	PUERTO MADERO	COMUNA 1		
634	-34.6401236014	-58.52694147	BANCO PATAGONIA	BANELCO	R.L.FALCON 7145	7145 FALCON, RAMON L.,CNEL.	1	HTTP://WWW.BANELCO.COM/	MAR-15	FALCON, RAMON L.,CNEL. 7145	LINIERS	COMUNA 9	1408	C1408DSI
636	-34.5949282928	-58.3734521358	BANCO SANTANDER RIO	BANELCO	RECONQUISTA 1104	1104 RECONQUISTA	2	HTTP://WWW.BANELCO.COM/	MAR-15	RECONQUISTA 1104	RETIRO	COMUNA 1	1003	C1003ABX
637	-34.6058025269	-58.3720880448	BBVA-BANCO FRANCES	BANELCO	RECONQUISTA 175	175 RECONQUISTA	4	HTTP://WWW.BANELCO.COM/	MAR-15	RECONQUISTA 175	SAN NICOLAS	COMUNA 1	1003	C1003ABC
638	-34.6040044978	-58.3726279031	BANCO SUPERVIELLE	BANELCO	RECONQUISTA 330	330 RECONQUISTA	3	HTTP://WWW.BANELCO.COM/	MAR-15	RECONQUISTA 330	SAN NICOLAS	COMUNA 1	1003	C1003ABH
639	-34.6074415471	-58.3724254345	BBVA-BANCO FRANCES	BANELCO	RECONQUISTA 40	40 RECONQUISTA	3	HTTP://WWW.BANELCO.COM/	MAR-15	RECONQUISTA 40	SAN NICOLAS	COMUNA 1	1003	C1003ABB
640	-34.5982521251	-58.3726091628	BANCO COMAFI	BANELCO	RECONQUISTA 823	823 RECONQUISTA	1	HTTP://WWW.BANELCO.COM/	MAR-15	RECONQUISTA 823	RETIRO	COMUNA 1	1003	C1003ABQ
641	-34.5966096966	-58.3732767005	CITIBANK	BANELCO	RECONQUISTA 966	966 RECONQUISTA	1	HTTP://WWW.BANELCO.COM/	MAR-15	RECONQUISTA 966	RETIRO	COMUNA 1	1003	C1003ABT
642	-34.609942596	-58.399910293	BANCO SUPERVIELLE	BANELCO	RIVADAVIA 2362	2362 RIVADAVIA AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	RIVADAVIA AV. 2362	BALVANERA	COMUNA 3	1034	C1034ACP
643	-34.596102544	-58.391708079	BANCO SANTANDER RIO	BANELCO	RODRIGUEZ PENA 1081	1081 RODRIGUEZ PEÑA	2	HTTP://WWW.BANELCO.COM/	MAR-15	RODRIGUEZ PEÑA 1081	RECOLETA	COMUNA 2	1020	C1020ADU
644	-34.6360685361	-58.405898697	BBVA-BANCO FRANCES	BANELCO	RONDEAU 3002	3002 RONDEAU	1	HTTP://WWW.BANELCO.COM/	MAR-15	RONDEAU 3002	PARQUE PATRICIOS	COMUNA 4	1262	C1262ABP
645	-34.6043202591	-58.3800917419	HSBC ARGENTINA	BANELCO	ROQUE SAENZ PENA 943	943 SAENZ PEÑA, ROQUE, PRES. AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 943	SAN NICOLAS	COMUNA 1	1035	C1035AAE
646	-34.620689778	-58.4398805069	BANCO SANTANDER RIO	BANELCO	ROSARIO 804	804 ROSARIO	3	HTTP://WWW.BANELCO.COM/	MAR-15	ROSARIO 804	CABALLITO	COMUNA 6	1424	C1424CCR
647	-34.5954067425	-58.3734562043	ICBC	BANELCO	RECONQUISTA 1070	1070 RECONQUISTA	2	HTTP://WWW.BANELCO.COM/	MAR-15	RECONQUISTA 1070	RETIRO	COMUNA 1	1003	C1003ABV
651	-34.6138403899	-58.3843945526	BANCO GALICIA	BANELCO	SANTIAGO DEL ESTERO 446	446 SANTIAGO DEL ESTERO	2	HTTP://WWW.BANELCO.COM/	MAR-15	SANTIAGO DEL ESTERO 446	MONSERRAT	COMUNA 1	1075	C1075AAJ
653	-34.6041163622	-58.3716554982	BANCO ITAU	BANELCO	SARMIENTO 345	345 SARMIENTO	1	HTTP://WWW.BANELCO.COM/	MAR-15	SARMIENTO 345	SAN NICOLAS	COMUNA 1	1041	C1041AAG
654	-34.6041270673	-58.3717874806	BANCO MACRO	BANELCO	SARMIENTO 355	355 SARMIENTO	2	HTTP://WWW.BANELCO.COM/	MAR-15	SARMIENTO 355	SAN NICOLAS	COMUNA 1	1041	C1041AAG
659	-34.5955618706	-58.4316708826	BANCO GALICIA	BANELCO	SCALABRINI ORTIZ 945	945 SCALABRINI ORTIZ, RAUL AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	SCALABRINI ORTIZ, RAUL AV. 945	VILLA CRESPO	COMUNA 15	1414	C1414DNJ
660	-34.6392684582	-58.3751081402	BANCO MACRO	BANELCO	SUAREZ 1754	1754 SUAREZ AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	SUAREZ AV. 1754	BARRACAS	COMUNA 4	1288	C1288AEL
661	-34.5627216892	-58.4526511496	BANCO GALICIA	BANELCO	SUCRE 2162	2162 SUCRE, ANTONIO JOSE DE, MCAL.	3	HTTP://WWW.BANELCO.COM/	MAR-15	SUCRE, ANTONIO JOSE DE, MCAL. 2162	BELGRANO	COMUNA 13	1428	C1428DVL
662	-34.5948879917	-58.3801723178	BANCO SANTANDER RIO	BANELCO	SUIPACHA 1134	1134 SUIPACHA	1	HTTP://WWW.BANELCO.COM/	MAR-15	SUIPACHA 1134	RETIRO	COMUNA 1	1008	C1008AAX
663	-34.5931436989	-58.3802926019	BANCO SUPERVIELLE	BANELCO	SUIPACHA 1280	1280 SUIPACHA	2	HTTP://WWW.BANELCO.COM/	MAR-15	SUIPACHA 1280	RETIRO	COMUNA 1	1011	C1011ACB
664	-34.5704497062	-58.4641489871	BANCO GALICIA	BANELCO	SUPERI 1801 Y LA PAMPA	1801 SUPERI	2	HTTP://WWW.BANELCO.COM/	MAR-15	SUPERI 1801	BELGRANO	COMUNA 13	1430	C1430FDA
665	-34.5831892646	-58.3998637411	BANCO SUPERVIELLE	BANELCO	TAGLE 2640	2640 TAGLE	1	HTTP://WWW.BANELCO.COM/	MAR-15	TAGLE 2640	PALERMO	COMUNA 14	1425	C1425EED
666	-34.579145846	-58.4793071621	BANCO COMAFI	BANELCO	TRIUNVIRATO 4116	4116 TRIUNVIRATO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	TRIUNVIRATO AV. 4116	VILLA URQUIZA	COMUNA 12	1431	C1431FBR
667	-34.6053393682	-58.3724629655	BANCO GALICIA	BANELCO	TTE. GRAL. PERON 407	407 PERON, JUAN DOMINGO, TTE. GENERAL	7	HTTP://WWW.BANELCO.COM/	MAR-15	PERON, JUAN DOMINGO, TTE. GENERAL 407	SAN NICOLAS	COMUNA 1	1038	C1038AAI
668	-34.6057205176	-58.3727195786	BANCO GALICIA	BANELCO	TTE. GRAL. PERON 430	430 PERON, JUAN DOMINGO, TTE. GENERAL	2	HTTP://WWW.BANELCO.COM/	MAR-15	PERON, JUAN DOMINGO, TTE. GENERAL 430	SAN NICOLAS	COMUNA 1	1038	C1038AAJ
669	-34.6057915474	-58.3736502985	BANCO PATAGONIA	BANELCO	TTE. GRAL. PERON 500	500 PERON, JUAN DOMINGO, TTE. GENERAL	1	HTTP://WWW.BANELCO.COM/	MAR-15	PERON, JUAN DOMINGO, TTE. GENERAL 500	SAN NICOLAS	COMUNA 1	1038	C1038AAJ
670	-34.6058835108	-58.3747696422	BBVA-BANCO FRANCES	BANELCO	TTE. GRAL. PERON 588	588 PERON, JUAN DOMINGO, TTE. GENERAL	3	HTTP://WWW.BANELCO.COM/	MAR-15	PERON, JUAN DOMINGO, TTE. GENERAL 588	SAN NICOLAS	COMUNA 1	1038	C1038AAL
671	-34.6057915474	-58.3736502985	BANCO PATAGONIA	BANELCO	TTE. GRAL.J. D. PERON 500	500 PERON, JUAN DOMINGO, TTE. GENERAL	1	HTTP://WWW.BANELCO.COM/	MAR-15	PERON, JUAN DOMINGO, TTE. GENERAL 500	SAN NICOLAS	COMUNA 1	1038	C1038AAJ
672	-34.6057915474	-58.3736502985	BANCO PATAGONIA	BANELCO	TTE.GRAL. PERON 500	500 PERON, JUAN DOMINGO, TTE. GENERAL	3	HTTP://WWW.BANELCO.COM/	MAR-15	PERON, JUAN DOMINGO, TTE. GENERAL 500	SAN NICOLAS	COMUNA 1	1038	C1038AAJ
673	-34.6004314537	-58.3695081779	BBVA-BANCO FRANCES	BANELCO	TUCUMAN 101	101 TUCUMAN	1	HTTP://WWW.BANELCO.COM/	MAR-15	TUCUMAN 101	SAN NICOLAS	COMUNA 1	1049	C1049AAC
674	-34.6009325084	-58.3713619466	HSBC ARGENTINA	BANELCO	TUCUMAN 308	308 TUCUMAN	1	HTTP://WWW.BANELCO.COM/	MAR-15	TUCUMAN 308	SAN NICOLAS	COMUNA 1	1049	C1049AAH
675	-34.6012913393	-58.376421065	HSBC ARGENTINA	BANELCO	TUCUMAN 680	680 TUCUMAN	3	HTTP://WWW.BANELCO.COM/	MAR-15	TUCUMAN 680	SAN NICOLAS	COMUNA 1	1049	C1049AAN
676	-34.6010790068	-58.3790997262	BANCO PATAGONIA	BANELCO	TUCUMAN 865	865 TUCUMAN	2	HTTP://WWW.BANELCO.COM/	MAR-15	TUCUMAN 865	SAN NICOLAS	COMUNA 1	1049	C1049AAQ
677	-34.5966217426	-58.38686459	BBVA-BANCO FRANCES	BANELCO	URUGUAY 1031	1031 URUGUAY	1	HTTP://WWW.BANELCO.COM/	MAR-15	URUGUAY 1031	RETIRO	COMUNA 1	1016	C1016ACA
678	-34.5961130587	-58.3868998619	HSBC ARGENTINA	BANELCO	URUGUAY 1071	1071 URUGUAY	4	HTTP://WWW.BANELCO.COM/	MAR-15	URUGUAY 1071	RETIRO	COMUNA 1	1016	C1016ACA
679	-34.5959858866	-58.3869086808	ICBC	BANELCO	URUGUAY 1081	1081 URUGUAY	2	HTTP://WWW.BANELCO.COM/	MAR-15	URUGUAY 1081	RETIRO	COMUNA 1	1016	C1016ACA
680	-34.5950338161	-58.3870185152	BANCO SUPERVIELLE	BANELCO	URUGUAY 1163	1163 URUGUAY	1	HTTP://WWW.BANELCO.COM/	MAR-15	URUGUAY 1163	RETIRO	COMUNA 1	1016	C1016ACC
681	-34.6397732501	-58.4115699209	BANCO PATAGONIA	BANELCO	USPALLATA 3400	3400 USPALLATA	1	HTTP://WWW.BANELCO.COM/	MAR-15	USPALLATA 3400	PARQUE PATRICIOS	COMUNA 4	1437	C1437JCP
683	-34.6139385506	-58.373754035	BBVA-BANCO FRANCES	BANELCO	VENEZUELA 538	538 REPUBLICA BOLIVARIANA DE VENEZUELA	1	HTTP://WWW.BANELCO.COM/	MAR-15	REPUBLICA BOLIVARIANA DE VENEZUELA 538	MONSERRAT	COMUNA 1	1095	C1095AAL
684	-34.6004407593	-58.3874931213	ICBC	BANELCO	VIAMONTE 1453	1453 VIAMONTE	5	HTTP://WWW.BANELCO.COM/	MAR-15	VIAMONTE 1453	SAN NICOLAS	COMUNA 1	1055	C1055ABA
685	-34.6008599162	-58.3887894947	CITIBANK	BANELCO	VIAMONTE 1548	1548 VIAMONTE	1	HTTP://WWW.BANELCO.COM/	MAR-15	VIAMONTE 1548	SAN NICOLAS	COMUNA 1	1055	C1055ABD
686	-34.6008756988	-58.3891622741	HSBC ARGENTINA	BANELCO	VIAMONTE 1574	1574 VIAMONTE	4	HTTP://WWW.BANELCO.COM/	MAR-15	VIAMONTE 1574	SAN NICOLAS	COMUNA 1	1055	C1055ABD
687	-34.6006193905	-58.3897220211	BANCO ITAU	BANELCO	VIAMONTE 1601	1601 VIAMONTE	3	HTTP://WWW.BANELCO.COM/	MAR-15	VIAMONTE 1601	SAN NICOLAS	COMUNA 1	1055	C1055ABE
688	-34.6006960134	-58.3925690382	BBVA-BANCO FRANCES	BANELCO	VIAMONTE 1799	1799 VIAMONTE	4	HTTP://WWW.BANELCO.COM/	MAR-15	VIAMONTE 1799	SAN NICOLAS	COMUNA 1	1055	C1055ABG
689	-34.5996564533	-58.3748026939	HSBC ARGENTINA	BANELCO	VIAMONTE 555	555 VIAMONTE	1	HTTP://WWW.BANELCO.COM/	MAR-15	VIAMONTE 555	SAN NICOLAS	COMUNA 1	1053	C1053ABK
690	-34.6003717089	-58.3808534928	BANCO SANTANDER RIO	BANELCO	VIAMONTE 982	982 VIAMONTE	1	HTTP://WWW.BANELCO.COM/	MAR-15	VIAMONTE 982	SAN NICOLAS	COMUNA 1	1053	C1053ABT
692	-34.6126385857	-58.389166282	BANCO DEL SOL	BANELCO	VIRREY CEVALLOS 313	313 CEVALLOS, VIRREY	1	HTTP://WWW.BANELCO.COM/	MAR-15	CEVALLOS, VIRREY 313	MONSERRAT	COMUNA 1	1077	C1077AAG
