ID	LAT	LNG	BANCO	RED	DOM_ORIG	DOM_GEO	TERMINALES	WEB	ACTUALIZAC	DOM_NORMA	BARRIO	COMUNA	CODIGO_POSTAL	CODIGO_POSTAL_ARGENTINO
1	-34.6202199251	-58.4110478525	BANCO GALICIA	BANELCO	24 DE NOVIEMBRE 791	791 24 DE NOVIEMBRE	1	HTTP://WWW.BANELCO.COM/	MAR-15	24 DE NOVIEMBRE 791	BALVANERA	COMUNA 3	1224	C1224AAE
2	-34.6061137952	-58.3711082913	BANCO SANTANDER RIO	BANELCO	25 DE MAYO 140	140 25 DE MAYO	4	HTTP://WWW.BANELCO.COM/	MAR-15	25 DE MAYO 140	SAN NICOLAS	COMUNA 1	1002	C1002ABD
3	-34.6042720449	-58.3707919223	HSBC ARGENTINA	BANELCO	25 DE MAYO 299	299 25 DE MAYO	2	HTTP://WWW.BANELCO.COM/	MAR-15	25 DE MAYO 299	SAN NICOLAS	COMUNA 1	1002	C1002ABE
4	-34.6027176728	-58.4116171891	BANCO SUPERVIELLE	BANELCO	AGUERO 616	616 AGUERO	1	HTTP://WWW.BANELCO.COM/	MAR-15	AGUERO 616	BALVANERA	COMUNA 3	1171	C1171ABJ
5	-34.6026221497	-58.411593298	HSBC ARGENTINA	BANELCO	AGUERO 628	628 AGUERO	1	HTTP://WWW.BANELCO.COM/	MAR-15	AGUERO 628	BALVANERA	COMUNA 3	1171	C1171ABJ
6	-34.6263656226	-58.4502658616	CITIBANK	BANELCO	ALBERDI 1555	1555 ALBERDI, JUAN BAUTISTA AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	ALBERDI, JUAN BAUTISTA AV. 1555	CABALLITO	COMUNA 6	1406	C1406GRE
7	-34.6141434089	-58.3659513574	BANCO SANTANDER RIO	BANELCO	ALICIA M. DE JUSTO 1370	1370 MOREAU DE JUSTO, ALICIA AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	MOREAU DE JUSTO, ALICIA AV. 1370	PUERTO MADERO	COMUNA 1	1107	C1107AFB
8	-34.6003376718	-58.3672859089	BANCO SANTANDER RIO	BANELCO	ALICIA M. DE JUSTO 164	164 MOREAU DE JUSTO, ALICIA AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	MOREAU DE JUSTO, ALICIA AV. 164	PUERTO MADERO	COMUNA 1	1107	C1107AAD
9	-34.6073015914	-58.3664899765	BBVA-BANCO FRANCES	BANELCO	ALICIA M.DE JUSTO 840/76	840 MOREAU DE JUSTO, ALICIA AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	MOREAU DE JUSTO, ALICIA AV. 840	PUERTO MADERO	COMUNA 1	1107	C1107AAR
10	-34.6112175373	-58.3853003136	BANCO SANTANDER RIO	BANELCO	ALSINA 1338	1338 ALSINA, ADOLFO	2	HTTP://WWW.BANELCO.COM/	MAR-15	ALSINA, ADOLFO 1338	MONSERRAT	COMUNA 1	1088	C1088AAJ
11	-34.5913899678	-58.3830498662	BANCO SANTANDER RIO	BANELCO	ALVEAR 1301	1301 ALVEAR AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	ALVEAR AV. 1301	RETIRO	COMUNA 1	1014	C1014AAA
12	-34.5894122292	-58.3705324486	HSBC ARGENTINA	BANELCO	ANTARTIDA ARGENTINA 821	ANTARTIDA ARGENTINA AV. & PY, COMODORO, AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	ANTARTIDA ARGENTINA AV. Y PY, COMODORO AV.	RETIRO	COMUNA 1		
13	-34.567437439	-58.4372155314	BANCO SANTANDER RIO	BANELCO	ARCE 940	940 ARCE	2	HTTP://WWW.BANELCO.COM/	MAR-15	ARCE 940	PALERMO	COMUNA 14	1426	C1426BSP
14	-34.601894658	-58.5130002298	BANCO SANTANDER RIO	BANELCO	ASUNCION 4193	4193 ASUNCION	2	HTTP://WWW.BANELCO.COM/	MAR-15	ASUNCION 4193	VILLA DEVOTO	COMUNA 11	1419	C1419HGS
15	-34.5950200625	-58.3994546076	ICBC	BANELCO	AV . SANTA FE 2265	2265 SANTA FE AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	SANTA FE AV. 2265	RECOLETA	COMUNA 2	1123	C1123AAE
16	-34.6344347726	-58.4356866982	BBVA-BANCO FRANCES	BANELCO	AV ASAMBLEA 695	695 ASAMBLEA AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	ASAMBLEA AV. 695	PARQUE CHACABUCO	COMUNA 7	1424	C1424COH
17	-34.5586241301	-58.4593516436	HSBC ARGENTINA	BANELCO	AV CABILDO 2453	2453 CABILDO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 2453	BELGRANO	COMUNA 13	1428	C1428AAG
18	-34.5524694152	-58.4650960423	ICBC	BANELCO	AV CABILDO 3223	3223 CABILDO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 3223	NUÑEZ	COMUNA 13	1429	C1429AAD
19	-34.5900026717	-58.390237309	BANCO SANTANDER RIO	BANELCO	AV CALLAO 1690	1690 CALLAO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 1690	RECOLETA	COMUNA 2	1024	C1024AAP
20	-34.6038706307	-58.4110152857	HSBC ARGENTINA	BANELCO	AV CORRIENTES 3247	3247 CORRIENTES AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	CORRIENTES AV. 3247	BALVANERA	COMUNA 3	1193	C1193AAE
21	-34.5721432863	-58.5057289628	CITIBANK	BANELCO	AV DE LOS CONSTITUYENTES 6020	6020 DE LOS CONSTITUYENTES AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	DE LOS CONSTITUYENTES AV. 6020	VILLA PUEYRREDON	COMUNA 12	1431	C1431EZY
22	-34.5450798426	-58.4596517854	ICBC	BANELCO	AV DEL LIBERTADOR 7468	7468 DEL LIBERTADOR AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	DEL LIBERTADOR AV. 7468	NUÑEZ	COMUNA 13	1429	C1429BMU
23	-34.6452266768	-58.4847950079	CITIBANK	BANELCO	AV DIRECTORIO 4311	4311 DIRECTORIO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	DIRECTORIO AV. 4311	PARQUE AVELLANEDA	COMUNA 9	1407	C1407HGD
24	-34.6541672445	-58.5206110697	BANCO PATAGONIA	BANELCO	AV E CASTRO 7325	7325 CASTRO, EMILIO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	CASTRO, EMILIO AV. 7325	LINIERS	COMUNA 9	1408	C1408IGK
25	-34.5835130167	-58.4531313966	BANCO MACRO	BANELCO	AV F. LACROZE 3825	3825 LACROZE, FEDERICO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	LACROZE, FEDERICO AV. 3825	CHACARITA	COMUNA 15	1427	C1427EDD
26	-34.6206059755	-58.4739881773	BANCO GALICIA	BANELCO	AV GAONA 3496	3496 GAONA AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	GAONA AV. 3496	FLORES	COMUNA 7	1416	C1416DSW
27	-34.6750598899	-58.46038311	BANCO GALICIA	BANELCO	AV GRAL FERNANDEZ DE LA CRUZ 4602	4602 FERNANDEZ DE LA CRUZ, F., GRAL. AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4602	VILLA LUGANO	COMUNA 8	1439	C1439CNW
28	-34.5824985446	-58.4957036052	BANCO GALICIA	BANELCO	AV GRAL MOSCONI 2340	2340 MOSCONI GENERAL AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	MOSCONI GENERAL AV. 2340	VILLA PUEYRREDON	COMUNA 12	1419	C1419EQP
29	-34.5858457024	-58.5011098232	BBVA-BANCO FRANCES	BANELCO	AV GRAL MOSCONI 2816	2816 MOSCONI GENERAL AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	MOSCONI GENERAL AV. 2816	VILLA PUEYRREDON	COMUNA 12	1419	C1419EQU
30	-34.6101167	-58.4651971465	ICBC	BANELCO	AV JUAN B. JUSTO 4710	4710 JUSTO, JUAN B. AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	JUSTO, JUAN B. AV. 4710	VILLA GRAL. MITRE	COMUNA 11	1416	C1416DKO
31	-34.5784525433	-58.408159367	CITIBANK	BANELCO	AV LIBERTADOR 2728	2728 DEL LIBERTADOR AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	DEL LIBERTADOR AV. 2728	PALERMO	COMUNA 14	1425	C1425ABN
32	-34.5881647052	-58.3834990307	HSBC ARGENTINA	BANELCO	AV LIBERTADOR 750	750 DEL LIBERTADOR AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	DEL LIBERTADOR AV. 750	RETIRO	COMUNA 1	1001	C1001ABU
33	-34.662696929	-58.4997560176	BANCO GALICIA	BANELCO	AV LISANDRO DE LA TORRE 2406	2406 DE LA TORRE, LISANDRO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	DE LA TORRE, LISANDRO AV. 2406	MATADEROS	COMUNA 9	1440	C1440ECZ
34	-34.6398857874	-58.374149935	BANCO ITAU	BANELCO	AV MANUEL MONTES DE OCA 1022	1022 MONTES DE OCA, MANUEL	1	HTTP://WWW.BANELCO.COM/	MAR-15	MONTES DE OCA, MANUEL AV. 1022	BARRACAS	COMUNA 4	1270	C1270AAX
35	-34.6180435494	-58.360734123	BANCO MACRO	BANELCO	AV R.V.PENALOZA 507/497	507 VERA PEÑALOZA,  ROSARIO	2	HTTP://WWW.BANELCO.COM/	MAR-15	VERA PEÑALOZA,  ROSARIO 507	PUERTO MADERO	COMUNA 1	1107	C1107CGK
37	-34.6268844715	-58.4577281918	BBVA-BANCO FRANCES	BANELCO	AV RIVADAVIA 6483	6483 RIVADAVIA AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	RIVADAVIA AV. 6483	FLORES	COMUNA 7	1406	C1406GLH
38	-34.6296593071	-58.4648646175	BANCO ITAU	BANELCO	AV RIVADAVIA 7060	7060 RIVADAVIA AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	RIVADAVIA AV. 7060	FLORES	COMUNA 7	1406	C1406GMN
39	-34.5848428341	-58.4156968762	BANCO ITAU	BANELCO	AV SACALABRINI ORTIZ 2524	2524 SCALABRINI ORTIZ, RAUL	1	HTTP://WWW.BANELCO.COM/	MAR-15	SCALABRINI ORTIZ, RAUL 2524	PALERMO	COMUNA 14	1425	C1425DBT
40	-34.6030199502	-58.4649919586	BANCO GALICIA	BANELCO	AV SAN MARTIN 2800	2800 SAN MARTIN AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	SAN MARTIN AV. 2800	VILLA GRAL. MITRE	COMUNA 11	1416	C1416CSP
41	-34.5903178079	-58.5149556025	BANCO ITAU	BANELCO	AV SAN MARTIN 7187	7187 SAN MARTIN AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	SAN MARTIN AV. 7187	VILLA DEVOTO	COMUNA 11	1419	C1419ICI
42	-34.5957053384	-58.3834422445	CITIBANK	BANELCO	AV SANTA FE 1148	1148 SANTA FE AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	SANTA FE AV. 1148	RETIRO	COMUNA 1	1059	C1059ABS
43	-34.6012542946	-58.3671865664	BBVA-BANCO FRANCES	BANELCO	AV. A. M. DE JUSTO 228	228 MOREAU DE JUSTO, ALICIA AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	MOREAU DE JUSTO, ALICIA AV. 228	PUERTO MADERO	COMUNA 1	1107	C1107AAD
44	-34.6321603578	-58.3604936059	BBVA-BANCO FRANCES	BANELCO	AV. ALMIRANTE BROWN 826	826 BROWN, ALTE. AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	BROWN, ALTE. AV. 826	BOCA	COMUNA 4	1159	C1159ABN
45	-34.6181838737	-58.5024605275	BANCO SANTANDER RIO	BANELCO	AV. ALVAREZ JONTE 4502	4502 ALVAREZ JONTE AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	ALVAREZ JONTE AV. 4502	MONTE CASTRO	COMUNA 10	1407	C1407GOZ
46	-34.6196328984	-58.5051171163	BANCO PATAGONIA	BANELCO	AV. ALVAREZ JONTE 4740	4740 ALVAREZ JONTE AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	ALVAREZ JONTE AV. 4740	MONTE CASTRO	COMUNA 10	1407	C1407GPO
47	-34.6236578477	-58.5112457112	BBVA-BANCO FRANCES	BANELCO	AV. ALVAREZ JONTE 5255	5255 ALVAREZ JONTE AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	ALVAREZ JONTE AV. 5255	MONTE CASTRO	COMUNA 10	1407	C1407GPG
48	-34.5912014964	-58.3833555251	BANCO GALICIA	BANELCO	AV. ALVEAR 1331	1331 ALVEAR AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	ALVEAR AV. 1331	RETIRO	COMUNA 1	1014	C1014AAA
50	-34.6073767392	-58.4451530117	BANCO GALICIA	BANELCO	AV. ANGEL GALLARDO 1072	1072 GALLARDO, ANGEL AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	GALLARDO, ANGEL AV. 1072	CABALLITO	COMUNA 6	1405	C1405DJX
51	-34.5876174577	-58.3732122915	BANCO GALICIA	BANELCO	AV. ANT. ARGENTINA 1160	1160 ANTARTIDA ARGENTINA AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	ANTARTIDA ARGENTINA AV. 1160	RETIRO	COMUNA 1	1104	C1104AAX
52	-34.5850753895	-58.372451198	BANCO PATAGONIA	BANELCO	AV. ANT. ARGENTINA 1355	1355 ANTARTIDA ARGENTINA AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	ANTARTIDA ARGENTINA AV. 1355	RETIRO	COMUNA 1	1104	C1104ACA
53	-34.6344347726	-58.4356866982	BBVA-BANCO FRANCES	BANELCO	AV. ASAMBLEA 695	695 ASAMBLEA AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	ASAMBLEA AV. 695	PARQUE CHACABUCO	COMUNA 7	1424	C1424COH
54	-34.613571643	-58.3854423473	BANCO MACRO	BANELCO	AV. BELGRANO 1358	1358 BELGRANO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	BELGRANO AV. 1358	MONSERRAT	COMUNA 1	1093	C1093AAO
55	-34.6138791592	-58.3898720518	BANCO MACRO	BANELCO	AV. BELGRANO 1668	1668 BELGRANO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	BELGRANO AV. 1668	MONSERRAT	COMUNA 1	1093	C1093AAR
56	-34.6136235848	-58.3914878767	BANCO SUPERVIELLE	BANELCO	AV. BELGRANO 1783	1783 BELGRANO AV.	4	HTTP://WWW.BANELCO.COM/	MAR-15	BELGRANO AV. 1783	MONSERRAT	COMUNA 1	1093	C1093AAF
57	-34.6129276973	-58.3760674102	BBVA-BANCO FRANCES	BANELCO	AV. BELGRANO 698	698 BELGRANO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	BELGRANO AV. 698	MONSERRAT	COMUNA 1	1092	C1092AAT
58	-34.6131974278	-58.3801408608	BANCO SANTANDER RIO	BANELCO	AV. BELGRANO 980	980 BELGRANO AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	BELGRANO AV. 980	MONSERRAT	COMUNA 1	1092	C1092AAW
59	-34.6132085414	-58.3803071199	BANCO GALICIA	BANELCO	AV. BELGRANO 992	992 BELGRANO AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	BELGRANO AV. 992	MONSERRAT	COMUNA 1	1092	C1092AAW
60	-34.6214302842	-58.4166846159	BANCO SUPERVIELLE	BANELCO	AV. BOEDO 729	729 BOEDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	BOEDO AV. 729	BOEDO	COMUNA 5	1218	C1218AAD
61	-34.622572291	-58.4161661667	BANCO SANTANDER RIO	BANELCO	AV. BOEDO 802	802 BOEDO AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	BOEDO AV. 802	BOEDO	COMUNA 5	1218	C1218AAR
62	-34.6277422004	-58.3826597367	HSBC ARGENTINA	BANELCO	AV. BRASIL 1199	1199 BRASIL	1	HTTP://WWW.BANELCO.COM/	MAR-15	BRASIL 1199	CONSTITUCION	COMUNA 1	1154	C1154AAS
63	-34.5694049302	-58.4465013072	BANCO ITAU	BANELCO	AV. CABILDO 1000	1000 CABILDO AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 1000	COLEGIALES	COMUNA 13	1426	C1426AAW
64	-34.5691990697	-58.4468714012	BANCO SUPERVIELLE	BANELCO	AV. CABILDO 1020	1020 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 1020	COLEGIALES	COMUNA 13	1426	C1426AAX
65	-34.5689461192	-58.4465074708	BANCO SANTANDER RIO	BANELCO	AV. CABILDO 1021	1021 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 1021	PALERMO	COMUNA 14	1426	C1426AAK
66	-34.5684058664	-58.4475673013	BANCO PATAGONIA	BANELCO	AV. CABILDO 1159	1159 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 1159	PALERMO	COMUNA 14	1426	C1426AAL
67	-34.5654274805	-58.4539958115	BBVA-BANCO FRANCES	BANELCO	AV. CABILDO 1732	1732 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 1732	BELGRANO	COMUNA 13	1426	C1426ABR
68	-34.565146639	-58.453565961	BANCO SANTANDER RIO	BANELCO	AV. CABILDO 1741	1741 CABILDO AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 1741	BELGRANO	COMUNA 13	1426	C1426ABE
69	-34.5653380154	-58.4540913267	ICBC	BANELCO	AV. CABILDO 1750	1750 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 1750	BELGRANO	COMUNA 13	1426	C1426ABR
70	-34.5649044062	-58.454537717	HSBC ARGENTINA	BANELCO	AV. CABILDO 1802	1802 CABILDO AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 1802	BELGRANO	COMUNA 13	1428	C1428AAN
71	-34.5647138207	-58.454654331	BANCO GALICIA	BANELCO	AV. CABILDO 1828	1828 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 1828	BELGRANO	COMUNA 13	1428	C1428AAN
72	-34.5634522859	-58.4552056371	BANCO PATAGONIA	BANELCO	AV. CABILDO 1939	1939 CABILDO AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 1939	BELGRANO	COMUNA 13	1428	C1428AAB
73	-34.5608290653	-58.4574583136	BANCO ITAU	BANELCO	AV. CABILDO 2215	2215 CABILDO AV.	4	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 2215	BELGRANO	COMUNA 13	1428	C1428AAE
74	-34.5596132206	-58.4584944485	CITIBANK	BANELCO	AV. CABILDO 2347	2347 CABILDO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 2347	BELGRANO	COMUNA 13	1428	C1428AAF
75	-34.5586241301	-58.4593516436	HSBC ARGENTINA	BANELCO	AV. CABILDO 2453	2453 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 2453	BELGRANO	COMUNA 13	1428	C1428AAG
76	-34.5582818327	-58.4596504652	BANCO SANTANDER RIO	BANELCO	AV. CABILDO 2491	2491 CABILDO AV.	4	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 2491	BELGRANO	COMUNA 13	1428	C1428AAG
77	-34.5566340975	-58.4618097072	BANCO SANTANDER RIO	BANELCO	AV. CABILDO 2754	2754 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 2754	BELGRANO	COMUNA 13	1428	C1428AAW
78	-34.556573989	-58.4618616029	BANCO GALICIA	BANELCO	AV. CABILDO 2762	2762 CABILDO AV.	4	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 2762	BELGRANO	COMUNA 13	1428	C1428AAW
79	-34.5537327058	-58.4646563103	HSBC ARGENTINA	BANELCO	AV. CABILDO 3096	3096 CABILDO AV.	4	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 3096	NUÑEZ	COMUNA 13	1429	C1429AAO
80	-34.5515779461	-58.4658124127	BANCO SANTANDER RIO	BANELCO	AV. CABILDO 3349	3349 CABILDO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 3349	NUÑEZ	COMUNA 13	1429	C1429AAE
81	-34.5515779461	-58.4658124127	BANCO SANTANDER RIO	BANELCO	AV. CABILDO 3349/53	3349 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 3349	NUÑEZ	COMUNA 13	1429	C1429AAE
82	-34.5489803564	-58.4684687302	BANCO ITAU	BANELCO	AV. CABILDO 3702	3702 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 3702	SAAVEDRA	COMUNA 12	1429	C1429AAV
83	-34.5419030303	-58.4737655689	BANCO SANTANDER RIO	BANELCO	AV. CABILDO 4664	4664 CABILDO AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 4664	SAAVEDRA	COMUNA 12	1429	C1429ABR
84	-34.5702577988	-58.4437954241	BANCO SANTANDER RIO	BANELCO	AV. CABILDO 695	695 CABILDO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 695	PALERMO	COMUNA 14	1426	C1426AAG
85	-34.5700056332	-58.4443496883	ICBC	BANELCO	AV. CABILDO 745	745 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 745	PALERMO	COMUNA 14	1426	C1426AAH
86	-34.5699180175	-58.4445281187	BANCO SANTANDER RIO	BANELCO	AV. CABILDO 769	769 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 769	PALERMO	COMUNA 14	1426	C1426AAH
87	-34.5695303318	-58.4453176397	HSBC ARGENTINA	BANELCO	AV. CABILDO 867	867 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 867	PALERMO	COMUNA 14	1426	C1426AAI
88	-34.5692563015	-58.445875718	BANCO GALICIA	BANELCO	AV. CABILDO 935	935 CABILDO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CABILDO AV. 935	PALERMO	COMUNA 14	1426	C1426AAJ
89	-34.5969127485	-58.3930060139	BANCO SUPERVIELLE	BANELCO	AV. CALLAO 1021	1021 CALLAO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 1021	RECOLETA	COMUNA 2	1023	C1023AAD
90	-34.5952159614	-58.3930205987	BANCO PATAGONIA	BANELCO	AV. CALLAO 1165	1165 CALLAO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 1165	RECOLETA	COMUNA 2	1023	C1023AAE
91	-34.595156637	-58.3930139643	BANCO GALICIA	BANELCO	AV. CALLAO 1171	1171 CALLAO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 1171	RECOLETA	COMUNA 2	1023	C1023AAE
92	-34.5941215735	-58.3933315437	BANCO ITAU	BANELCO	AV. CALLAO 1270	1270 CALLAO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 1270	RECOLETA	COMUNA 2	1023	C1023AAS
93	-34.5940589446	-58.3928861104	BANCO COMAFI	BANELCO	AV. CALLAO 1279	1279 CALLAO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 1279	RECOLETA	COMUNA 2	1023	C1023AAF
94	-34.6074812766	-58.3918482574	BANCO GALICIA	BANELCO	AV. CALLAO 141	141 CALLAO AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 141	SAN NICOLAS	COMUNA 1	1022	C1022AAB
95	-34.5919478359	-58.3918420026	BBVA-BANCO FRANCES	BANELCO	AV. CALLAO 1499	1499 CALLAO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 1499	RECOLETA	COMUNA 2	1024	C1024AAA
96	-34.5907306217	-58.3904558997	HSBC ARGENTINA	BANELCO	AV. CALLAO 1631	1631 CALLAO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 1631	RECOLETA	COMUNA 2	1024	C1024AAC
97	-34.5904805273	-58.3901770403	ICBC	BANELCO	AV. CALLAO 1661	1661 CALLAO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 1661	RECOLETA	COMUNA 2	1024	C1024AAC
98	-34.6071595588	-58.3918693807	BANCO COMAFI	BANELCO	AV. CALLAO 169	169 CALLAO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 169	SAN NICOLAS	COMUNA 1	1022	C1022AAB
99	-34.5889917856	-58.3885252451	BANCO SANTANDER RIO	BANELCO	AV. CALLAO 1833	1833 CALLAO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 1833	RECOLETA	COMUNA 2	1024	C1024AAE
100	-34.5877636168	-58.3870459068	BANCO SUPERVIELLE	BANELCO	AV. CALLAO 1991	1991 CALLAO AV.	4	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 1991	RECOLETA	COMUNA 2	1024	C1024AAF
101	-34.6060863079	-58.3923804971	BANCO MACRO	BANELCO	AV. CALLAO 264	264 CALLAO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 264	BALVANERA	COMUNA 3	1022	C1022AAP
102	-34.6059552379	-58.3919531216	BANCO PATAGONIA	BANELCO	AV. CALLAO 273	273 CALLAO AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 273	SAN NICOLAS	COMUNA 1	1022	C1022AAC
103	-34.6057581422	-58.3919674111	ICBC	BANELCO	AV. CALLAO 291	291 CALLAO AV.	1	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 291	SAN NICOLAS	COMUNA 1	1022	C1022AAC
104	-34.6050417614	-58.3920212892	BANCO SANTANDER RIO	BANELCO	AV. CALLAO 349	349 CALLAO AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	CALLAO AV. 349	SAN NICOLAS	COMUNA 1	1022	C1022AAD
105	-34.6363034195	-58.4020515496	BANCO SANTANDER RIO	BANELCO	AV. CASEROS 2795	2795 CASEROS AV.	2	HTTP://WWW.BANELCO.COM/	MAR-15	CASEROS AV. 2795	PARQUE PATRICIOS	COMUNA 4	1264	C1264AAH
106	-34.638697633	-58.4156907648	BANCO PATAGONIA	BANELCO	AV. CASEROS 3599	3599 CASEROS AV.	3	HTTP://WWW.BANELCO.COM/	MAR-15	CASEROS AV. 3599	BOEDO	COMUNA 5	1263	C1263AAE
107	-34.6507387765	-58.4247665752	BANCO GALICIA	BANELCO	AV. CENTENERA 2933	2933 BARCO CENTENERA DEL	2	HTTP://WWW.BANELCO.COM/	MAR-15	BARCO CENTENERA DEL 2933	NUEVA POMPEYA	COMUNA 4	1437	C1437ACB
108	-34.5677862721	-58.4869905336	BANCO SANTANDER RIO	BANELCO	AV. CONGRESO Y GALVAN	CONGRESO AV. & GALVAN	1	HTTP://WWW.BANELCO.COM/	MAR-15	CONGRESO AV. Y GALVAN	VILLA URQUIZA	COMUNA 12		
